309	bleiben	385	bleiben
310	brauchen	381	brauchen
311	Weil	380	weil
312	Kinder	379	Kind
313	unter	379	unter
314	Arbeit	378	Arbeit
315	Für	377	für
316	Problem	376	Problem
317	dafür	376	dafür
318	Herr	374	Herr
319	Haben	374	haben
320	wegen	374	wegen
321	geht's	364	gehen;'s;es
322	liebe	362	lieber
323	genug	362	genug
324	dabei	362	dabei
325	bringen	361	bringen
326	Ihre	360	ihre;Ihre
327	'ne	357	'ne;eine
328	gegen	353	gegen
329	Weißt	352	wissen
330	Sag	351	sagen
331	schnell	350	schnell
332	nun	347	nun
333	eines	347	ein
334	brauche	347	brauchen
335	Abend	347	Abend
336	hatten	346	haben
337	Jahre	346	Jahr
338	Mach	345	machen
339	Bruder	345	Bruder
340	Sache	343	Sache
341	hören	340	hören
342	komm	340	kommen
343	Sohn	340	Sohn
344	seit	338	seit
345	Morgen	337	morgen;Morgen
346	drei	335	drei
347	steht	334	stehen
348	Scheiße	334	Scheiße
349	mag	333	mögen
350	sei	332	sein
351	unser	331	unser
352	konnte	329	können
353	habt	326	haben
354	Oder	326	oder
355	einmal	325	einmal
356	heißt	323	heißen
357	OK	322	OK
358	Willst	321	wollen
359	Kopf	320	Kopf
360	Hilfe	320	Hilfe
361	Familie	318	Familie
362	Geh	318	gehen
363	Baby	318	Baby
364	Dich	317	dich
365	Sind	317	sein
366	erst	316	erst
367	fertig	316	fertig
368	gefunden	315	finden
369	seid	315	sein
370	kam	314	kommen
371	nehmen	314	nehmen
372	morgen	311	morgen
373	sprechen	309	sprechen
374	Mir	309	mir
375	sofort	308	sofort
376	Kann	306	können
377	Hat	305	haben
378	Jahren	305	Jahr
379	Kind	304	Kind
380	seinen	304	sein
381	Genau	303	genau
382	daran	302	daran
383	Junge	302	Junge
384	Minuten	302	Minute
385	bevor	301	bevor
386	Stadt	300	Stadt
387	beim	300	bei
388	sterben	300	sterben
389	warst	300	sein
390	Recht	297	Recht
391	glauben	297	glauben
392	Warte	297	warten
393	darüber	296	darüber
394	deiner	296	dein
395	deinem	296	dein
396	Ende	293	Ende
397	He	292	he
398	Dinge	291	Ding
399	Namen	291	Namen
400	wahr	291	wahr
401	Alle	288	alle
402	allein	287	allein
403	Natürlich	287	natürlich
404	töten	287	töten
405	Nichts	286	nichts
406	Wirklich	285	wirklich
407	bekommen	285	bekommen
408	Männer	284	Mann
409	vergessen	282	vergessen
410	Doch	281	doch
411	dazu	281	dazu
412	gab	280	geben
413	später	279	spät
414	wusste	279	wissen
415	Augen	278	Auge
416	Dank	277	Dank
417	Freunde	277	Freund
418	Jungs	275	Junge
419	halten	275	halten
420	warten	275	warten
421	Glück	274	Glück
422	beide	274	beide
423	gute	274	gut
424	Dein	273	dein
425	kennen	271	kennen
426	Deine	271	dein
427	'n	271	'n;ein
428	Hi	270	hi
429	Dr	269	Dr.
430	Auto	268	Auto
431	sage	267	sagen
432	gehe	267	gehen
433	komme	267	kommen
434	Dir	267	dir
435	mache	266	machen
436	Von	265	von
437	Uhr	265	Uhr
438	sehe	265	sehen
439	Teufel	265	Teufel
440	sonst	265	sonst
441	Art	264	Art
442	gern	264	gern
443	Liebe	264	Liebe
444	jeden	264	jeder
445	könnten	264	können
446	ihren	263	ihr
447	Halt	262	halten;Halt
448	Fall	261	fallen;Fall
449	Dad	261	Dad
450	Film	261	Film
451	bisschen	259	bisschen
452	eigentlich	259	eigentlich
453	weit	258	weit
454	mach	256	machen
455	Gib	256	geben
456	vorbei	255	vorbei
457	verstehe	255	verstehen
458	danke	254	danke
459	drin	254	drin
460	Im	251	in
461	Name	250	Name
462	ganzen	250	ganz
463	Musik	249	Musik
464	würden	248	werden
465	Tür	248	Tür
466	verrückt	248	verrückt
467	solltest	248	sollen
468	denken	247	denken
469	Noch	245	noch
470	dran	244	dran
471	Sieh	242	sehen
472	lieber	242	lieb
473	Den	242	der
474	leben	241	leben
475	Guten	241	gut
476	Um	241	um
477	darauf	241	darauf
478	Kein	240	kein
479	stimmt	239	stimmen
480	Kerl	239	Kerl
481	letzte	239	letzter
482	Job	238	Job
483	verloren	238	verlieren
484	wurden	238	werden
485	kenne	237	kennen
486	Ahnung	237	Ahnung
487	seiner	235	sein
488	Grund	234	Grund
489	toll	234	toll
490	Bis	234	bis
491	Verdammt	234	verdammen
492	bald	232	bald
493	bereit	232	bereit
494	all	232	all
495	jemanden	232	jemand
496	hinter	230	hinter
497	Schon	230	schon
498	Sehr	230	sehr
499	Hand	229	Hand
500	darf	229	dürfen
501	Dieser	228	dieser
502	Frauen	228	Frau
503	Euch	228	euch
504	Idee	227	Idee
505	runter	227	runter
506	Macht	227	machen;Macht
507	draußen	227	draußen
508	lang	226	lang
509	Land	226	Land
510	lass	226	lassen
511	Typ	226	Typ
512	hätten	224	haben
513	egal	224	egal
514	arbeiten	224	arbeiten
515	spät	224	spät
516	stehen	224	stehen
517	ok	224	ok
518	Gute	224	gut
519	gekommen	223	kommen
520	Bei	223	bei
521	etwa	223	etwa
522	essen	222	essen
523	kleine	222	klein
524	jeder	221	jeder
525	Schwester	221	Schwester
526	Wasser	221	Wasser
527	spielen	221	spielen
528	Geschichte	221	Geschichte
529	seinem	220	sein
530	liegt	220	liegen
531	sah	219	sehen
532	Mom	219	Mom
533	Seite	219	Seite
534	wenig	218	wenig
535	ruhig	218	ruhig
536	Frage	217	Frage
537	meinst	216	meinen
538	überhaupt	216	überhaupt
539	fahren	216	fahren
540	Ganz	216	ganz
541	Gehen	215	gehen
542	Essen	215	essen;Essen
543	Ruhe	214	Ruhe
544	echt	213	echt
545	versucht	212	versuchen
546	Tochter	212	Tochter
547	Kommt	212	kommen
548	Einen	212	ein
549	ging	212	gehen
550	Jahr	211	Jahr
551	braucht	211	brauchen
552	fast	211	fast
553	neue	211	neu
554	geh	210	gehen
555	ziemlich	209	ziemlich
556	anders	209	anders
557	siehst	209	sehen
558	Polizei	208	Polizei
559	Stunden	208	Stunde
560	musste	207	müssen
561	Spiel	207	Spiel
562	gewesen	206	sein
563	gerne	206	gerne
564	finde	206	finden
565	erzählt	206	erzählen
566	Tod	205	Tod
567	Ort	204	Ort
568	Chance	204	Chance
569	bedeutet	203	bedeuten
570	War	203	sein
571	sag	203	sagen
572	sagst	202	sagen
573	fragen	202	fragen
574	letzten	201	letzter
575	sogar	200	sogar
576	ersten	200	erster
577	Sachen	199	Sache
578	Wahrheit	199	Wahrheit
579	einzige	199	einziger
580	kurz	199	kurz
581	denen	198	denen
582	Kommen	197	kommen
583	Spaß	197	Spaß
584	Nach	196	nach
585	oben	196	oben
586	Mama	196	Mama
587	schwer	196	schwer
588	Schule	195	Schule
589	je	195	je
590	eben	194	eben
591	Gesicht	194	Gesicht
592	bestimmt	192	bestimmt;bestimmen
593	treffen	192	treffen
594	niemand	192	niemand
595	Woche	191	Woche
596	Entschuldigung	191	Entschuldigung
597	Sorgen	190	sorgen;Sorge
598	warte	190	warten
599	natürlich	190	natürlich
600	schlecht	190	schlecht
601	große	189	groß
602	getötet	189	töten
603	verstehen	189	verstehen
604	hoffe	189	hoffen
605	Ah	188	ah
606	Sei	187	sein
607	Zimmer	187	Zimmer
608	hoch	187	hoch
609	unserer	187	unser
610	Tage	187	Tag
611	Teil	186	Teil
612	Wann	186	wann
613	suchen	186	suchen
614	verlassen	186	verlassen
615	zeigen	185	zeigen
616	wollten	184	wollen
617	lässt	184	lassen
618	Wort	184	Wort
619	eins	184	eins;ein
620	zwischen	184	zwischen
621	Woher	183	woher
622	Schatz	183	Schatz
623	Wissen	182	wissen;Wissen
624	versuchen	182	versuchen
625	Können	182	können;Können
626	Kannst	182	können
627	nett	181	nett
628	Zu	179	zu
629	kriegen	178	kriegen
630	Geht	178	gehen
631	Arsch	178	Arsch
632	kleinen	178	klein
633	Hab	178	haben
634	weiss	178	weiss
635	erste	178	erster
636	läuft	177	laufen
637	kommst	177	kommen
638	Freundin	177	Freundin
639	Mensch	177	Mensch
640	beiden	177	beide
641	Ding	176	Ding
642	niemals	176	niemals
643	endlich	176	endlich
644	Nimm	176	nehmen
645	muß	175	müssen
646	gehst	175	gehen
647	Heute	174	heute;Heute
648	denkst	174	denken
649	Herz	174	Herz
650	Waffe	173	Waffe
651	Soll	173	sollen;Soll
652	tust	173	tun
653	Dollar	173	Dollar
654	nehme	172	nehmen
655	Schau	172	schauen;Schau
656	holen	171	holen
657	oft	171	oft
658	drauf	171	drauf
659	anderes	170	anderes;anderer
660	Niemand	170	niemand
661	unten	170	unten
662	Wagen	170	Wagen
663	Yeah	169	yeah
664	Schön	169	schön
665	wichtig	168	wichtig
666	Mrs	168	Mrs.
667	hättest	167	haben
668	allen	167	alle
669	Miss	167	Miss
670	ihrer	167	ihre
671	gedacht	166	denken
672	Nummer	166	Nummer
673	würdest	166	werden
674	erzählen	166	erzählen
675	bleibt	165	bleiben
676	Auch	165	auch
677	Hände	164	Hand
678	Blut	164	Blut
679	Sehen	164	sehen;Sehen
680	bloß	164	bloß
681	recht	162	recht
682	bringt	162	bringen
683	Bett	162	Bett
684	Lassen	161	lassen
685	Eltern	161	Eltern
686	gefällt	161	gefallen
687	Schuld	160	Schuld
688	eure	160	euer
689	Plan	160	Plan
690	Krieg	160	Krieg
691	neuen	160	neu
692	Klar	160	klar
693	retten	159	retten
694	guter	159	gut
695	während	159	während
696	ihrem	159	ul;ihr
697	wären	159	sein
698	Fehler	158	Fehler
699	scheint	158	scheinen
700	Lasst	157	lassen
701	gegeben	157	geben
702	An	156	an
703	hör	156	hören
704	glücklich	156	glücklich
705	verdammt	156	verdammt;verdammen
706	alt	156	alt
707	Platz	155	Platz
708	darum	155	darum
709	Vielen	153	viele
710	falsch	153	falsch
711	unseren	153	unser
712	schlafen	152	schlafen
713	Sagen	152	sagen;Sagen
714	nächsten	151	nächster
715	fünf	150	fünf
716	frei	150	frei
717	Sorge	150	sorgen;Sorge
718	Vor	150	vor
719	fest	150	fest
720	bereits	149	bereits
721	alleine	149	allein
722	Denn	148	denn
723	Zwei	148	zwei
724	Fragen	148	Frage
725	möglich	147	möglich
726	irgendwie	147	irgendwie
727	Papa	147	Papa
728	lernen	147	lernen
729	gestern	147	gestern
730	hierher	147	hierher
731	Schiff	147	Schiff
732	vier	146	vier
733	irgendwas	146	irgendwas
734	Stimmt	146	stimmen
735	Menge	146	Menge
736	keiner	146	keiner;kein
737	brauchst	145	brauchen
738	Typen	145	Typ
739	Dass	144	dass
740	Stunde	144	Stunde
741	Szene	144	Szene
742	Hölle	144	Hölle
743	einige	143	einige
744	Deshalb	143	deshalb
745	geworden	143	werden
746	Telefon	143	Telefon
747	Darf	141	dürfen
748	Feuer	141	Feuer
749	Wollen	140	wollen
750	Bin	139	sein
751	Alter	139	alt;Alter
752	Captain	139	Captain
753	Aus	138	aus
754	Dieses	138	dieser
755	Probleme	137	Problem
756	Jeder	137	jeder
757	verstanden	137	verstehen
758	wann	136	wann
759	alten	136	alt
760	gibt's	136	geben;'s;es
761	sondern	136	sondern
762	guten	136	gut
763	zwar	134	zwar
764	eigenen	134	eigener
765	New	134	New
766	Körper	134	Körper
767	hört	134	hören
768	Zum	134	zu
769	gebe	134	geben
770	Kumpel	134	Kumpel
771	Hund	133	Hund
772	nochmal	133	nochmal
773	hab's	133	haben;'s;es
774	früh	133	früh
775	Hören	132	hören;Hören
776	trinken	132	trinken
777	besten	132	gut
778	meines	132	mein
779	schaffen	132	schaffen
780	alte	132	alt
781	Luft	131	Luft
782	Jemand	130	jemand
783	dürfen	130	dürfen
784	Meister	130	Meister
785	Erde	130	Erde
786	Seit	130	seit
787	Sicher	129	sicher
788	Hört	129	hören
789	Zukunft	129	Zukunft
790	kaum	129	kaum
791	funktioniert	129	funktionieren
792	voll	129	voll
793	Bleib	128	bleiben
794	reicht	128	reichen
795	weh	127	weh
796	stellen	127	stellen
797	Siehst	127	sehen
798	kleiner	127	klein
799	großen	127	groß
800	Waffen	126	Waffe
801	Büro	126	Büro
802	Wahl	126	Wahl
803	verlieren	126	verlieren
804	Wochen	126	Woche
805	Damit	125	damit
806	Stück	125	Stück
807	lieben	124	lieben;lieber
808	allem	124	alles
809	getroffen	124	treffen
810	äh	124	äh
811	Am	123	an
812	geschafft	123	schaffen
813	tue	123	tun
814	gefallen	123	gefallen;fallen
815	Tja	123	tja
816	Boss	123	Boss
817	überall	122	überall
818	Sieht	122	sehen
819	passieren	122	passieren
820	lustig	122	lustig
821	Licht	122	Licht
822	gebracht	121	bringen
823	nennen	121	nennen
824	Folge	121	Folge
825	Gefühl	121	Gefühl
826	völlig	121	völlig
827	denkt	121	denken
828	Schlüssel	120	Schlüssel
829	drüben	120	drüben
830	Richtig	120	richtig
831	wieso	120	wieso
832	Leuten	120	Leute
833	Buch	120	Buch
834	laufen	119	laufen
835	spielt	119	spielen
836	früher	119	früher
837	Sein	119	sein;Sein
838	krank	118	krank
839	gegangen	118	gehen
840	fand	118	finden
841	Seine	118	sein
842	Pass	118	passen;Pass
843	fühle	117	fühlen
844	Himmel	117	Himmel
845	froh	117	froh
846	leicht	116	leicht
847	direkt	116	direkt
848	langsam	116	langsam
849	wolltest	116	wollen
850	erinnern	116	erinnern
851	zuerst	116	zuerst
852	Krankenhaus	115	Krankenhaus
853	Viel	115	viel
854	beste	115	gut
855	welche	115	welcher
856	genommen	115	nehmen
857	Arzt	115	Arzt
858	unserem	114	unser
859	Idiot	114	Idiot
860	Machen	114	machen
861	glaubst	114	glauben
862	jede	113	jeder
863	Ohne	113	ohne
864	groß	113	groß
865	hattest	113	haben
866	Äh	113	äh
867	Jungen	113	Junge
868	Rest	113	Rest
869	Unsere	113	unser
870	versuche	112	versuchen
871	Tagen	112	Tag;tagen
872	nächste	112	nächster
873	Entschuldigen	112	entschuldigen
874	Doktor	112	Doktor
875	spricht	112	sprechen
876	könnt	112	können
877	hält	112	halten
878	Team	112	Team
879	Verstanden	112	verstehen
880	kämpfen	111	kämpfen
881	heiraten	111	heiraten
882	könntest	111	können
883	Wow	111	wow
884	Etwas	111	etwas
885	Straße	111	Straße
886	Mist	111	Mist
887	König	110	König
888	redest	110	reden
889	kleines	110	klein
890	lebt	110	leben
891	erklären	110	erklären
892	worden	110	werden
893	Millionen	110	Million
894	Wiedersehen	110	wiedersehen;Wiedersehen
895	Onkel	109	Onkel
896	kennst	109	kennen
897	sitzen	109	sitzen
898	dies	109	dieser
899	weniger	108	wenig
900	Kaffee	108	Kaffee
901	ernst	108	ernst
902	wollt	108	wollen
903	tragen	108	tragen
904	Zeug	108	Zeug
905	trotzdem	108	trotzdem
906	Ihren	108	ihr;Ihr
907	kaufen	107	kaufen
908	Liste	107	Liste
909	ändern	107	ändern
910	Kampf	107	Kampf
911	hasse	106	hassen
912	Person	106	Person
913	Mund	106	Mund
914	umbringen	106	umbringen
915	Präsident	106	Präsident
916	Boden	106	Boden
917	Wohin	105	wohin
918	machte	105	machen
919	Party	105	Party
920	gefragt	105	fragen
921	Seht	105	sehen
922	irgendwo	105	irgendwo
923	kümmern	105	kümmern
924	kennt	104	kennen
925	verletzt	104	verletzen
926	Habt	104	haben
927	Nachricht	104	Nachricht
928	Willkommen	104	Willkommen
929	vielen	104	viele
930	hart	104	hart
931	lasse	104	lassen
932	total	104	total
933	Gefängnis	104	Gefängnis
934	außer	104	außer
935	Sicherheit	103	Sicherheit
936	Schnell	103	schnell
937	wem	103	wer
938	ehrlich	103	ehrlich
939	interessiert	103	interessieren
940	Sex	103	Sex
941	sagten	103	sagen
942	ziehen	103	ziehen
943	Welche	102	welcher
944	Unser	102	unser
945	Augenblick	102	Augenblick
946	angerufen	102	anrufen
947	aufhören	102	aufhören
948	Klasse	102	Klasse
949	Bild	102	Bild
950	stark	102	stark
951	Dies	102	dieser
952	Eure	102	euer
953	zehn	102	zehn
954	Sinn	101	Sinn
955	vorstellen	101	vorstellen
956	Traum	101	Traum
957	länger	101	lang
958	manchmal	101	manchmal
959	anrufen	101	anrufen
960	sechs	100	sechs
961	Arschloch	100	Arschloch
962	sollst	100	sollen
963	gestorben	100	sterben
964	Tages	100	Tag
965	war's	100	sein;'s;es
966	verschwinden	99	verschwinden
967	Kraft	99	Kraft
968	gesprochen	99	sprechen
969	heraus	99	heraus
970	genauso	99	genauso
971	wärst	98	sein
972	Eins	98	eins
973	damals	98	damals
974	heißen	98	heißen
975	Liebling	97	Liebling
976	wahrscheinlich	97	wahrscheinlich
977	deshalb	97	deshalb
978	Stelle	97	stellen;Stelle
979	halt	97	halt;halten
980	erwartet	96	erwarten
981	solche	96	solcher
982	meisten	96	meisten
983	bringe	96	bringen
984	still	95	still
985	umgebracht	95	umbringen
986	Stimme	95	Stimme
987	General	95	General
988	Geben	95	geben;Geben
989	Entschuldige	95	entschuldigen
990	Vergiss	94	vergessen
991	rede	94	reden
992	führen	94	führen
993	Bewegung	94	Bewegung
994	höre	94	hören
995	Sonst	94	sonst
996	Geschäft	94	Geschäft
997	werdet	94	werden
998	konnten	94	können
999	wartet	94	warten
1000	Raus	94	raus
1001	anfangen	94	anfangen
1002	Habe	94	haben;Habe
1003	hinten	93	hinten
1004	fällt	93	fallen
1005	wen	93	wer
1006	Sekunden	93	Sekunde
1007	Manchmal	93	manchmal
1008	gerettet	93	retten
1009	Naja	93	naja
1010	Gibt	93	geben
1011	jemals	93	jemals
1012	Meinung	93	Meinung
1013	geschehen	93	geschehen
1014	Antwort	93	Antwort
1015	schlimm	92	schlimm
1016	Eigentlich	92	eigentlich
1017	findet	92	finden
1018	Scheiß	92	scheiße;scheißen;Scheiße
1019	gewinnen	92	gewinnen
1020	Tu	92	tun
1021	Gedanken	92	Gedanke
1022	erinnere	92	erinnern
1023	mögen	92	mögen
1024	Herren	92	Herr
1025	klingt	91	klingen
1026	vorher	91	vorher
1027	Auge	91	Auge
1028	hab'	91	habe
1029	setzen	91	setzen
1030	cool	91	cool
1031	Anfang	91	Anfang
1032	Immer	91	immer
1033	danach	90	danach
1034	Monate	90	Monat
1035	Lebens	90	Leben
1036	Beste	90	gut
1037	benutzen	90	benutzen
1038	Nehmen	90	nehmen
1039	fühlen	90	fühlen
1040	Ärger	89	Ärger
1041	arbeite	89	arbeiten
1042	Rolle	89	Rolle
1043	gefährlich	89	gefährlich
1044	Dort	89	dort
1045	gelernt	89	lernen
1046	fallen	89	fallen
1047	böse	89	böse
1048	werd	88	werden
1049	Nähe	88	Nähe
1050	geschickt	88	geschickt
1051	liebt	88	lieben
1052	Tisch	88	Tisch
1053	Mehr	88	mehr
1054	Ziel	88	Ziel
1055	Raum	88	Raum
1056	jedem	88	jeder
1057	fliegen	88	fliegen
1058	Wohnung	88	Wohnung
1059	Dafür	88	dafür
1060	erfahren	87	erfahren
1061	dumm	87	dumm
1062	eher	87	eher
1063	vorsichtig	87	vorsichtig
1064	herum	87	herum
1065	Klappe	86	Klappe
1066	schicken	86	schicken
1067	Laden	86	laden;Laden
1068	aufs	86	auf
1069	Wird	86	werden
1070	Warten	86	warten;Warten
1071	großer	86	groß
1072	arbeitet	86	arbeiten
1073	Euer	85	euer
1074	Worte	85	Wort
1075	richtige	85	richtig
1076	Flugzeug	85	Flugzeug
1077	Firma	85	Firma
1078	bezahlen	85	bezahlen
1079	Einer	85	einer
1080	Glaubst	85	glauben
1081	falls	85	falls
1082	schreiben	84	schreiben
1083	tat	84	tun
1084	Darum	84	darum
1085	starb	84	sterben
1086	Schluss	84	Schluss
1087	Fenster	84	Fenster
1088	liegen	84	liegen
1089	wär's	84	sein
1090	Verzeihung	84	Verzeihung
1091	niemanden	84	niemand
1092	neues	84	neu
1093	Weiß	84	Weiß;weiß;wissen
1094	benutzt	84	benutzen
1095	'nen	83	einen
1096	jedes	83	jeder
1097	schätze	83	schätzen
1098	Finger	83	Finger
1099	wert	83	wert
1100	rüber	83	rüber
1101	halte	83	halten
1102	Falls	83	falls
1103	besonders	83	besonders
1104	Daddy	83	Daddy
1105	Witz	83	Witz
1106	nachdem	83	nachdem
1107	nimmt	82	nehmen
1108	Kontrolle	82	Kontrolle
1109	großartig	82	großartig
1110	Herzen	82	Herz
1111	gutes	82	gut
1112	gewonnen	82	gewinnen
1113	Bier	82	Bier
1114	kamen	82	kommen
1115	Drei	82	drei
1116	stolz	82	stolz
1117	Egal	81	egal
1118	komisch	81	komisch
1119	bitten	81	bitten
1120	Ihrer	81	ihrer;Ihrer
1121	plötzlich	81	plötzlich
1122	Bring	81	bringen
1123	Informationen	81	Information
1124	bring	81	bringen
1125	neu	80	neu
1126	glaubt	80	glauben
1127	Seid	80	sein
1128	hörte	80	hören
1129	rum	80	rum
1130	Lage	80	Lage
1131	sowieso	80	sowieso
1132	bekommt	80	bekommen
1133	Ruf	80	Ruf;rufen
1134	dagegen	80	dagegen
1135	Richtung	80	Richtung
1136	nötig	80	nötig
1137	Minute	80	Minute
1138	lesen	79	lesen
1139	behalten	79	behalten
